ad_archive_id,page_id,page_name,ad_creation_time,ad_delivery_start_time,ad_delivery_stop_time,byline,ad_creative_bodies,ad_creative_link_titles,ad_creative_link_captions,ad_creative_link_descriptions,impressions,spend,currency,demographic_distribution,delivery_by_region,publisher_platforms,estimated_audience_size,languages
7582091031857061,1503795079941246,"Klubi i Debatit Politik - KDP.MK",2024-04-09,2024-04-09,2024-04-11,"Klubi i Debatit Politik - KDP","📌Çfarë atributësh duhet të posedojë Presidenti i ardhshëm i Maqedonisë së Veriut? Kjo është dilema që dominon në arenën zgjedhore presidenciale.  

📍Kandidatët kanë filluar të ofrojnë një gamë të gjerë premtimesh dhe sloganesh, të gjitha me synimin për të tërhequr elektoratin.

🗳️Fushata zgjedhore ka filluar më 4 prill, me shtatë aspirantë në garë për postin e Presidentit, përfshirë Biljana Vankovskën(64) nga e Majta, Maksim Dimitrievskin(48) nga ZNAM, dhe Stefçe Jakimovskin(63) nga GROM. Por, çfarë konkretisht ofrojnë këta?

✒️Shkruan: @[100005900348509:2048:Enis Shaqiri]","PRESIDENCIALET: ÇFARË OFROJNË VANKOVSKA, DIMITRIEVSKI DHE JAKIMOVSKI",kdp.mk,"Çfarë atributësh duhet të posedojë Presidenti i ardhshëm i Maqedonisë së Veriut? Kjo është dilema që dominon në arenën zgjedhore presidenciale. Kandidatët kanë filluar të ofrojnë një gamë të gjerë premtimesh dhe sloganesh, të gjitha me synimin për të tërhequr elektoratin. N....","lower_bound: 1000, upper_bound: 1999","lower_bound: 0, upper_bound: 99",EUR,"{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000776},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.000776},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.002327},{""age"":""45-54"",""gender"":""female"",""percentage"":0.033359},{""age"":""65+"",""gender"":""female"",""percentage"":0.091544},{""age"":""25-34"",""gender"":""female"",""percentage"":0.021722},{""age"":""55-64"",""gender"":""female"",""percentage"":0.051202},{""age"":""35-44"",""gender"":""female"",""percentage"":0.02405},{""age"":""55-64"",""gender"":""male"",""percentage"":0.22886},{""age"":""35-44"",""gender"":""male"",""percentage"":0.087665},{""age"":""18-24"",""gender"":""male"",""percentage"":0.027153},{""age"":""25-34"",""gender"":""male"",""percentage"":0.076028},{""age"":""65+"",""gender"":""male"",""percentage"":0.216447},{""age"":""45-54"",""gender"":""male"",""percentage"":0.124903},{""age"":""18-24"",""gender"":""female"",""percentage"":0.013189}","{""region"":""Municipality of Ara\u010dinovo"",""percentage"":0.006955},{""region"":""Kon\u010de Municipality"",""percentage"":0.000773},{""region"":""Debarca Municipality"",""percentage"":0.000773},{""region"":""Unknown"",""percentage"":0.001546},{""region"":""Bogdanci Municipality"",""percentage"":0.000773},{""region"":""Bosilovo Municipality"",""percentage"":0.000773},{""region"":""\u010ca\u0161ka Municipality"",""percentage"":0.003091},{""region"":""Demir Hisar Municipality"",""percentage"":0.001546},{""region"":""Demir Kapija Municipality"",""percentage"":0.001546},{""region"":""Dolneni Municipality"",""percentage"":0.001546},{""region"":""Gevgelija Municipality"",""percentage"":0.003864},{""region"":""Gradsko Municipality"",""percentage"":0.000773},{""region"":""Municipality of Ko\u010dani"",""percentage"":0.006182},{""region"":""Kriva Palanka Municipality"",""percentage"":0.001546},{""region"":""Municipality of \u017delino"",""percentage"":0.009274},{""region"":""Lozovo Municipality"",""percentage"":0.000773},{""region"":""Makedonska Kamenica Municipality"",""percentage"":0.001546},{""region"":""Makedonski Brod Municipality"",""percentage"":0.000773},{""region"":""Municipality of Peh\u010devo"",""percentage"":0.001546},{""region"":""Petrovec Municipality"",""percentage"":0.000773},{""region"":""Municipality of Probi\u0161tip"",""percentage"":0.003091},{""region"":""Radovi\u0161 Municipality"",""percentage"":0.007728},{""region"":""Rankovce Municipality"",""percentage"":0.000773},{""region"":""Sveti Nikole Municipality"",""percentage"":0.003864},{""region"":""Vasilevo Municipality"",""percentage"":0.00541},{""region"":""Vev\u010dani Municipality"",""percentage"":0.000773},{""region"":""Vinica Municipality"",""percentage"":0.003864},{""region"":""Municipality of Centar (Skopje)"",""percentage"":0.246522},{""region"":""Municipality of Vrap\u010di\u0161te"",""percentage"":0.012365},{""region"":""Berovo Municipality"",""percentage"":0.001546},{""region"":""Negotino Municipality"",""percentage"":0.001546},{""region"":""Bogovinje Municipality"",""percentage"":0.01391},{""region"":""Debar Municipality"",""percentage"":0.026275},{""region"":""Municipality of Del\u010devo"",""percentage"":0.004637},{""region"":""Gostivar Municipality"",""percentage"":0.085008},{""region"":""Ilinden Municipality"",""percentage"":0.003091},{""region"":""Jegunovce Municipality"",""percentage"":0.003091},{""region"":""Kavadarci Municipality"",""percentage"":0.009274},{""region"":""Ki\u010devo Municipality"",""percentage"":0.03864},{""region"":""Kratovo Municipality"",""percentage"":0.002318},{""region"":""Kumanovo Municipality"",""percentage"":0.078053},{""region"":""Lipkovo Municipality"",""percentage"":0.022411},{""region"":""Novo Selo Municipality"",""percentage"":0.002318},{""region"":""Veles Municipality"",""percentage"":0.012365},{""region"":""Ohrid Municipality"",""percentage"":0.040185},{""region"":""Plasnica Municipality"",""percentage"":0.001546},{""region"":""Prilep Municipality"",""percentage"":0.023184},{""region"":""Resen (municipality)"",""percentage"":0.006955},{""region"":""Saraj Municipality"",""percentage"":0.020093},{""region"":""Municipality of \u0160tip"",""percentage"":0.006955},{""region"":""Struga Municipality"",""percentage"":0.040958},{""region"":""Strumica Municipality"",""percentage"":0.015456},{""region"":""Municipality of Studeni\u010dani"",""percentage"":0.003091},{""region"":""Tearce Municipality"",""percentage"":0.021638},{""region"":""Tetovo Municipality"",""percentage"":0.181607},{""region"":""Valandovo Municipality"",""percentage"":0.002318},{""region"":""Municipality of Mavrovo and Rostu\u0161a"",""percentage"":0.000773}",facebook,"lower_bound: 500001, upper_bound: 1000000",sq
